	DECLARANT	DECLARANT_ISO	PARTNER	PARTNER_ISO	PRODUCT_HS	FLOW	TRANSPORT_MODE	PERIOD	VALUE_IN_EUROS	QUANTITY_IN_KG
92239	1	FR	73	BY	180631	1	0	202252	26	1
92240	1	FR	73	BY	180632	1	0	202252	35	4
92241	1	FR	73	BY	180690	1	0	202252	40	0
92242	1	FR	73	BY	180690	1	3	202252	116	0
92243	1	FR	73	BY	180690	2	3	202252	197	18
92244	1	FR	73	BY	190120	1	0	202252	1	0
92245	1	FR	73	BY	190120	2	3	202252	902	400
92246	1	FR	73	BY	190490	1	0	202252	2	0
92247	1	FR	73	BY	190590	1	0	202252	179	9
92248	1	FR	73	BY	190590	2	3	202252	189681	44895
92249	1	FR	73	BY	200520	1	0	202252	36	3
92250	1	FR	73	BY	200600	1	0	202252	34	2
92251	1	FR	73	BY	200791	2	1	202252	713	243
92252	1	FR	73	BY	200799	1	0	202252	2736	359
92253	1	FR	73	BY	200799	2	1	202252	2972	751
92254	1	FR	73	BY	200799	2	3	202252	95623	16926
92255	1	FR	73	BY	200820	2	3	202252	3692	752
92256	1	FR	73	BY	200899	2	3	202252	18238	3495
92257	1	FR	73	BY	200912	2	3	202252	3067	2203
92258	1	FR	73	BY	200919	2	1	202252	14454	1682
92259	1	FR	73	BY	200939	2	1	202252	2488	124
92260	1	FR	73	BY	200939	2	3	202252	134521	18906
92261	1	FR	73	BY	200950	2	3	202252	2474	1619
92262	1	FR	73	BY	200961	2	3	202252	940	518
92263	1	FR	73	BY	200971	2	3	202252	5540	4080
92264	1	FR	73	BY	210210	2	3	202252	649747	18778
92265	1	FR	73	BY	210220	2	3	202252	70006	14620
92266	1	FR	73	BY	210390	1	0	202252	4	0
92267	1	FR	73	BY	210610	1	0	202252	6	0
92268	1	FR	73	BY	210690	1	0	202252	325	14
92269	1	FR	73	BY	210690	1	3	202252	54	0
92270	1	FR	73	BY	210690	2	3	202252	1437425	246484
92271	1	FR	73	BY	21SSS0	2	3	202252	52852	29973
92272	1	FR	73	BY	220299	2	3	202252	18209	6497
92273	1	FR	73	BY	220300	2	3	202252	42309	118870
92274	1	FR	73	BY	220410	2	3	202252	459456	82064
92275	1	FR	73	BY	220421	2	3	202252	1967705	779260
92276	1	FR	73	BY	220429	2	3	202252	468314	518772
92277	1	FR	73	BY	220510	2	3	202252	4779	4752
92278	1	FR	73	BY	220600	2	3	202252	150316	81396
92279	1	FR	73	BY	220710	1	3	202252	85094	69783
92280	1	FR	73	BY	220820	2	1	202252	449493	9504
92281	1	FR	73	BY	220820	2	3	202252	173376	42430
92282	1	FR	73	BY	220830	2	3	202252	63269	5286
92283	1	FR	73	BY	220840	2	3	202252	9998	5943
92284	1	FR	73	BY	220850	2	3	202252	12608	5829
92285	1	FR	73	BY	220860	2	3	202252	39720	16649
92286	1	FR	73	BY	220870	2	3	202252	78911	13615
92287	1	FR	73	BY	220890	2	3	202252	15831	4154
92288	1	FR	73	BY	230400	1	1	202252	6397595	9655700
92289	1	FR	73	BY	230641	1	1	202252	852599	2922360
92290	1	FR	73	BY	230800	2	3	202252	296250	20000
92291	1	FR	73	BY	230910	1	0	202252	1	0
92292	1	FR	73	BY	230910	2	3	202252	3518358	1828343
92293	1	FR	73	BY	230990	2	1	202252	4668	1280
92294	1	FR	73	BY	230990	2	3	202252	145500	53200
92295	1	FR	73	BY	240130	1	0	202252	88010	166055
92296	1	FR	73	BY	250100	2	3	202252	1148	200
92297	1	FR	73	BY	250840	2	3	202252	3591	11400
92298	1	FR	73	BY	252620	2	3	202252	16760	3710
92299	1	FR	73	BY	271012	2	3	202252	390	78
92300	1	FR	73	BY	271019	2	1	202252	1176741	421792
92301	1	FR	73	BY	271019	2	3	202252	2911077	838281
92302	1	FR	73	BY	281122	2	3	202252	58339	2350
92303	1	FR	73	BY	281511	1	0	202252	1	0
92304	1	FR	73	BY	282110	2	3	202252	9800	692
92305	1	FR	73	BY	282300	2	3	202252	3675	70
92306	1	FR	73	BY	282510	1	3	202252	130913	61250
92307	1	FR	73	BY	282720	2	3	202252	159485	5419
92308	1	FR	73	BY	282731	2	3	202252	1069581	13649
92309	1	FR	73	BY	283210	2	3	202252	771	120
92310	1	FR	73	BY	283421	1	1	202252	60720	48000
92311	1	FR	73	BY	283640	2	3	202252	11059	2153
92312	1	FR	73	BY	290511	2	3	202252	40661	9312
92313	1	FR	73	BY	290512	2	3	202252	840	78
92314	1	FR	73	BY	290517	2	3	202252	423	25
92315	1	FR	73	BY	290532	2	3	202252	2521	200
92316	1	FR	73	BY	290919	2	4	202252	395	7
92317	1	FR	73	BY	291412	2	1	202252	30838	1260
92318	1	FR	73	BY	291412	2	3	202252	44867	1941
92319	1	FR	73	BY	291439	2	4	202252	1027	20
92320	1	FR	73	BY	291440	2	3	202252	8184	375
92321	1	FR	73	BY	291539	2	3	202252	11044	1309
92322	1	FR	73	BY	291570	2	3	202252	32784	400
92323	1	FR	73	BY	291619	2	3	202252	115096	8497
92324	1	FR	73	BY	291620	2	4	202252	1621	1
92325	1	FR	73	BY	291631	2	3	202252	906781	5968
92326	1	FR	73	BY	291811	2	3	202252	530	30
92327	1	FR	73	BY	291814	2	3	202252	18	1
92328	1	FR	73	BY	291815	2	3	202252	2084	339
92329	1	FR	73	BY	291816	2	3	202252	15202	10468
92330	1	FR	73	BY	291819	2	3	202252	18	1
92331	1	FR	73	BY	291899	2	3	202252	21631	302
92332	1	FR	73	BY	292149	2	3	202252	2	0
92333	1	FR	73	BY	292159	2	4	202252	237	12
92334	1	FR	73	BY	292239	1	4	202252	30	0
92335	1	FR	73	BY	292239	2	4	202252	5	0
92336	1	FR	73	BY	292249	2	3	202252	2	0
92337	1	FR	73	BY	292320	2	4	202252	237	4
92338	1	FR	73	BY	292390	2	3	202252	9327	1840
92339	1	FR	73	BY	292419	2	3	202252	190667	20681
92340	1	FR	73	BY	292511	2	3	202252	16766	1510
92341	1	FR	73	BY	292690	2	3	202252	67286	6579
92342	1	FR	73	BY	292690	2	4	202252	79	0
92343	1	FR	73	BY	292990	2	3	202252	1850	125
92344	1	FR	73	BY	293020	2	3	202252	2384	1100
92345	1	FR	73	BY	293040	2	3	202252	61370	20000
92346	1	FR	73	BY	293090	2	4	202252	1027	11
92347	1	FR	73	BY	293299	2	4	202252	237	0
92348	1	FR	73	BY	293339	2	4	202252	237	0
92349	1	FR	73	BY	293349	2	4	202252	474	10
92350	1	FR	73	BY	293359	2	4	202252	711	6
92351	1	FR	73	BY	293379	2	4	202252	948	4
92352	1	FR	73	BY	293399	2	4	202252	711	7
92353	1	FR	73	BY	293499	2	4	202252	2006	25
92354	1	FR	73	BY	293590	2	4	202252	3081	17
92355	1	FR	73	BY	293627	1	4	202252	30	0
92356	1	FR	73	BY	293627	2	3	202252	15	1
92357	1	FR	73	BY	293627	2	4	202252	5	0
92358	1	FR	73	BY	293628	2	3	202252	161250	15000
92359	1	FR	73	BY	293629	1	0	202252	67	0
92360	1	FR	73	BY	293629	2	4	202252	1896	28
92361	1	FR	73	BY	293690	1	0	202252	515	20
92362	1	FR	73	BY	293690	2	3	202252	35788	2049
92363	1	FR	73	BY	293711	2	4	202252	1500	0
92364	1	FR	73	BY	293719	2	4	202252	1828	10
92365	1	FR	73	BY	293790	2	4	202252	711	4
92366	1	FR	73	BY	293911	2	4	202252	237	0
92367	1	FR	73	BY	293930	2	3	202252	45	1
92368	1	FR	73	BY	293979	2	4	202252	79	12
92369	1	FR	73	BY	294000	2	3	202252	1325	20
92370	1	FR	73	BY	294110	2	4	202252	158	2
92371	1	FR	73	BY	294150	2	4	202252	711	1
92372	1	FR	73	BY	294190	2	4	202252	3397	16
92373	1	FR	73	BY	300212	2	4	202252	630	3
92374	1	FR	73	BY	300215	2	4	202252	13958	73
92375	1	FR	73	BY	300241	2	3	202252	1488205	2606
92376	1	FR	73	BY	300241	2	4	202252	2430859	5197
92377	1	FR	73	BY	300242	2	3	202252	42286	144
92378	1	FR	73	BY	300249	2	4	202252	9912	95
92379	1	FR	73	BY	300290	1	4	202252	16959	18
92380	1	FR	73	BY	300290	2	4	202252	948	0
92381	1	FR	73	BY	300450	2	3	202252	652225	3459
92382	1	FR	73	BY	300450	2	4	202252	111685	402
92383	1	FR	73	BY	300490	1	3	202252	85964	536
92384	1	FR	73	BY	300490	1	4	202252	9	0
92385	1	FR	73	BY	300490	2	3	202252	16225574	103894
92386	1	FR	73	BY	300490	2	4	202252	208577	310
92387	1	FR	73	BY	300590	1	0	202252	21	0
92388	1	FR	73	BY	300630	2	4	202252	1183	0
92389	1	FR	73	BY	300640	2	4	202252	19820	50
92390	1	FR	73	BY	300670	2	3	202252	1681	1
92391	1	FR	73	BY	300693	2	4	202252	105693	40
92392	1	FR	73	BY	310590	1	0	202252	1	0
92393	1	FR	73	BY	320210	2	3	202252	4697	2250
92394	1	FR	73	BY	320300	2	3	202252	4632	360
92395	1	FR	73	BY	320300	2	4	202252	7108	100
92396	1	FR	73	BY	320412	2	3	202252	12606	48
92397	1	FR	73	BY	320413	2	3	202252	1303	3
92398	1	FR	73	BY	320417	2	3	202252	5460	142
92399	1	FR	73	BY	320500	2	3	202252	1943	25
92400	1	FR	73	BY	320611	2	3	202252	273801	8380
92401	1	FR	73	BY	320620	2	3	202252	566	16
92402	1	FR	73	BY	320641	2	3	202252	3628	200
92403	1	FR	73	BY	320649	2	3	202252	160763	3604
92404	1	FR	73	BY	320890	2	3	202252	1939400	374170
92405	1	FR	73	BY	320910	1	0	202252	28	0
92406	1	FR	73	BY	320990	2	3	202252	22422	2026
92407	1	FR	73	BY	321000	2	3	202252	6709	1250
92408	1	FR	73	BY	321290	2	3	202252	120065	9399
92409	1	FR	73	BY	321310	2	3	202252	1309	25
92410	1	FR	73	BY	321410	2	3	202252	29054	8791
92411	1	FR	73	BY	321511	2	1	202252	23392	214
92412	1	FR	73	BY	321511	2	3	202252	87827	3424
92413	1	FR	73	BY	321519	2	1	202252	16659	121
92414	1	FR	73	BY	321519	2	3	202252	20155	129
92415	1	FR	73	BY	321590	2	1	202252	0	78
92416	1	FR	73	BY	321590	2	3	202252	35913	259
92417	1	FR	73	BY	330129	2	3	202252	8568	185
92418	1	FR	73	BY	330129	2	4	202252	345	3
92419	1	FR	73	BY	330210	2	3	202252	10468994	533189
92420	1	FR	73	BY	330210	2	4	202252	3169	50
92421	1	FR	73	BY	330290	1	0	202252	18	1
92422	1	FR	73	BY	330290	2	3	202252	474536	18980
92423	1	FR	73	BY	330300	1	0	202252	114	0
92424	1	FR	73	BY	330300	2	3	202252	757155	18570
92425	1	FR	73	BY	330410	2	3	202252	44821	111
92426	1	FR	73	BY	330410	2	4	202252	26746	345
92427	1	FR	73	BY	330420	1	0	202252	59	2
92428	1	FR	73	BY	330420	2	3	202252	86101	438
92429	1	FR	73	BY	330430	1	0	202252	94	1
92430	1	FR	73	BY	330430	2	3	202252	72064	5258
92431	1	FR	73	BY	330491	2	3	202252	8124	32
92432	1	FR	73	BY	330499	1	0	202252	1726	84
92433	1	FR	73	BY	330499	1	3	202252	262	1
92434	1	FR	73	BY	330499	1	4	202252	6074	35
92435	1	FR	73	BY	330499	2	3	202252	2435382	129497
92436	1	FR	73	BY	330499	2	4	202252	243391	1279
92437	1	FR	73	BY	330510	1	0	202252	120	1
92438	1	FR	73	BY	330510	2	3	202252	167309	19851
92439	1	FR	73	BY	330590	1	0	202252	130	7
92440	1	FR	73	BY	330590	1	4	202252	2597	16
92441	1	FR	73	BY	330590	2	3	202252	133317	12474
92442	1	FR	73	BY	330610	1	0	202252	1	0
92443	1	FR	73	BY	330710	2	3	202252	8745	540
92444	1	FR	73	BY	330720	2	3	202252	34771	2083
92445	1	FR	73	BY	330749	2	3	202252	1575	10
92446	1	FR	73	BY	330790	2	3	202252	1239	66
92447	1	FR	73	BY	340111	2	3	202252	7541	737
92448	1	FR	73	BY	340120	1	0	202252	1	0
92449	1	FR	73	BY	340130	2	3	202252	394715	83344
92450	1	FR	73	BY	340130	2	4	202252	3	2
92451	1	FR	73	BY	340239	2	3	202252	1965	483
92452	1	FR	73	BY	340242	2	3	202252	444836	121136
92453	1	FR	73	BY	340250	2	3	202252	56918	22007
92454	1	FR	73	BY	340290	2	3	202252	51723	24847
92455	1	FR	73	BY	340319	1	2	202252	60611	14294
92456	1	FR	73	BY	340319	2	1	202252	13061	3149
92457	1	FR	73	BY	340319	2	3	202252	121795	31159
92458	1	FR	73	BY	340391	2	3	202252	262	110
92459	1	FR	73	BY	340399	2	3	202252	2008	466
92460	1	FR	73	BY	340490	2	3	202252	79254	9080
92461	1	FR	73	BY	340600	1	0	202252	226	18
92462	1	FR	73	BY	340600	2	3	202252	536	22
92463	1	FR	73	BY	350400	2	1	202252	508100	39075
92464	1	FR	73	BY	350510	2	3	202252	15884	820
92465	1	FR	73	BY	350691	2	3	202252	66426	16597
92466	1	FR	73	BY	350699	1	0	202252	17	0
92467	1	FR	73	BY	350699	1	3	202252	23	0
92468	1	FR	73	BY	350790	2	3	202252	183266	9000
92469	1	FR	73	BY	360610	2	3	202252	16083	300
92470	1	FR	73	BY	370400	1	0	202252	1	2
92471	1	FR	73	BY	380210	2	3	202252	1428	24
92472	1	FR	73	BY	380510	1	1	202252	154889	88680
92473	1	FR	73	BY	380510	1	3	202252	367654	186240
92474	1	FR	73	BY	380862	2	3	202252	642150	20516
92475	1	FR	73	BY	380891	2	3	202252	213368	4336
92476	1	FR	73	BY	380892	2	3	202252	10758216	413978
92477	1	FR	73	BY	380893	2	3	202252	14012167	421458
92478	1	FR	73	BY	380894	2	1	202252	828	72
92479	1	FR	73	BY	380894	2	3	202252	844	14
92480	1	FR	73	BY	380993	2	3	202252	63629	26395
92481	1	FR	73	BY	381190	2	3	202252	1677	67
92482	1	FR	73	BY	381400	2	1	202252	3565	158
92483	1	FR	73	BY	381400	2	3	202252	69301	5813
92484	1	FR	73	BY	381590	2	3	202252	9443	1725
92485	1	FR	73	BY	381600	2	3	202252	3132	1950
92486	1	FR	73	BY	381900	2	1	202252	529	168
92487	1	FR	73	BY	381900	2	3	202252	22	8
92488	1	FR	73	BY	382000	2	3	202252	15298	9058
92489	1	FR	73	BY	382100	2	3	202252	17958	343
92490	1	FR	73	BY	382100	2	4	202252	9122	294
92491	1	FR	73	BY	382219	2	3	202252	89740	30311
92492	1	FR	73	BY	382219	2	4	202252	42623	196
92493	1	FR	73	BY	382290	2	4	202252	8854	7
92494	1	FR	73	BY	382499	2	1	202252	2408	73
92495	1	FR	73	BY	382499	2	3	202252	5592061	340444
92496	1	FR	73	BY	382499	2	4	202252	53141	28
92497	1	FR	73	BY	390110	2	3	202252	2622	1375
92498	1	FR	73	BY	390120	2	3	202252	16096	20400
92499	1	FR	73	BY	390140	2	3	202252	270961	123750
92500	1	FR	73	BY	390190	2	3	202252	44950	11000
92501	1	FR	73	BY	390220	2	3	202252	4084	205
92502	1	FR	73	BY	390390	2	3	202252	304507	227000
92503	1	FR	73	BY	390410	2	3	202252	158484	82500
92504	1	FR	73	BY	390422	2	3	202252	30855	6400
92505	1	FR	73	BY	390450	2	3	202252	337898	69600
92506	1	FR	73	BY	390529	2	3	202252	691890	232000
92507	1	FR	73	BY	390610	2	3	202252	68731	920
92508	1	FR	73	BY	390690	2	3	202252	1244331	623202
92509	1	FR	73	BY	390729	2	3	202252	13809	2099
92510	1	FR	73	BY	390799	2	3	202252	422128	83475
92511	1	FR	73	BY	390810	2	3	202252	162748	7710
92512	1	FR	73	BY	390950	2	1	202252	9709	4000
92513	1	FR	73	BY	390950	2	3	202252	371340	80775
92514	1	FR	73	BY	391000	1	0	202252	18	2
92515	1	FR	73	BY	391190	2	3	202252	34398	25200
92516	1	FR	73	BY	391231	2	3	202252	2050	500
92517	1	FR	73	BY	391390	2	3	202252	17796	697
92518	1	FR	73	BY	391390	2	4	202252	96	3
92519	1	FR	73	BY	391400	2	4	202252	1701	6
92520	1	FR	73	BY	391690	2	3	202252	8233	591
92521	1	FR	73	BY	391710	2	1	202252	25504	1928
92522	1	FR	73	BY	391710	2	3	202252	24268	1786
92523	1	FR	73	BY	391731	2	3	202252	303	0
92524	1	FR	73	BY	391731	2	4	202252	8	0
92525	1	FR	73	BY	391732	1	3	202252	115148	11519
92526	1	FR	73	BY	391732	2	3	202252	267	0
92527	1	FR	73	BY	391732	2	4	202252	560	1
92528	1	FR	73	BY	391739	2	3	202252	5448	1143
92529	1	FR	73	BY	391740	2	3	202252	117	0
92530	1	FR	73	BY	391740	2	4	202252	242	0
92531	1	FR	73	BY	391810	2	3	202252	9945	5095
92532	1	FR	73	BY	391910	2	3	202252	122	5
92533	1	FR	73	BY	391990	1	0	202252	107	6
92534	1	FR	73	BY	391990	2	3	202252	225649	16046
92535	1	FR	73	BY	391990	2	4	202252	488	0
92536	1	FR	73	BY	392010	2	3	202252	386477	25406
92537	1	FR	73	BY	392020	2	3	202252	2510	406
92538	1	FR	73	BY	392051	2	3	202252	261	0
92539	1	FR	73	BY	392062	2	3	202252	774	126
92540	1	FR	73	BY	392069	2	3	202252	31004	1455
92541	1	FR	73	BY	392092	2	3	202252	4077	648
92542	1	FR	73	BY	392099	2	3	202252	2685	428
92543	1	FR	73	BY	392113	2	3	202252	22	0
92544	1	FR	73	BY	392119	1	0	202252	17	0
92545	1	FR	73	BY	392119	2	3	202252	335516	65485
92546	1	FR	73	BY	392190	2	3	202252	1	0
92547	1	FR	73	BY	392190	2	4	202252	10014	431
92548	1	FR	73	BY	392310	2	3	202252	16	2
92549	1	FR	73	BY	392310	2	4	202252	640	69
92550	1	FR	73	BY	392321	2	3	202252	219	29
92551	1	FR	73	BY	392329	1	0	202252	691	1
92552	1	FR	73	BY	392330	1	3	202252	11706	1460
92553	1	FR	73	BY	392330	2	3	202252	137	0
92554	1	FR	73	BY	392350	1	3	202252	2240	178
92555	1	FR	73	BY	392350	2	3	202252	3025	393
92556	1	FR	73	BY	392390	1	0	202252	758	5
92557	1	FR	73	BY	392390	2	3	202252	275764	54447
92558	1	FR	73	BY	392410	1	0	202252	21	0
92559	1	FR	73	BY	392410	2	3	202252	117	12
92560	1	FR	73	BY	392490	1	0	202252	304	1
92561	1	FR	73	BY	392490	2	3	202252	2695	6
92562	1	FR	73	BY	392590	2	3	202252	368	1
92563	1	FR	73	BY	392610	2	3	202252	10206	1171
92564	1	FR	73	BY	392620	2	3	202252	12287	363
92565	1	FR	73	BY	392630	2	3	202252	1463	10
92566	1	FR	73	BY	392640	1	0	202252	231	7
92567	1	FR	73	BY	392640	2	3	202252	1147	84
92568	1	FR	73	BY	392690	1	0	202252	615	11
92569	1	FR	73	BY	392690	1	3	202252	120	10
92570	1	FR	73	BY	392690	1	4	202252	4987	46
92571	1	FR	73	BY	392690	2	3	202252	34059	973
92572	1	FR	73	BY	392690	2	4	202252	29	0
92573	1	FR	73	BY	400520	2	3	202252	2909	228
92574	1	FR	73	BY	400912	2	3	202252	116	2
92575	1	FR	73	BY	400922	2	3	202252	141	6
92576	1	FR	73	BY	400931	2	3	202252	464	19
92577	1	FR	73	BY	400932	2	3	202252	43	1
92578	1	FR	73	BY	400942	2	3	202252	5666	166
92579	1	FR	73	BY	401019	2	4	202252	34	3
92580	1	FR	73	BY	401031	2	3	202252	42811	1333
92581	1	FR	73	BY	401032	2	3	202252	2953	93
92582	1	FR	73	BY	401033	2	3	202252	6125	217
92583	1	FR	73	BY	401035	2	3	202252	3781	75
92584	1	FR	73	BY	401039	1	4	202252	173	1
92585	1	FR	73	BY	401039	2	3	202252	36726	270
92586	1	FR	73	BY	401691	2	3	202252	1505	182
92587	1	FR	73	BY	401692	2	3	202252	496	62
92588	1	FR	73	BY	401693	1	0	202252	20	0
92589	1	FR	73	BY	401693	2	3	202252	144955	2413
92590	1	FR	73	BY	401693	2	4	202252	190	0
92591	1	FR	73	BY	401699	1	1	202252	8	0
92592	1	FR	73	BY	401699	2	3	202252	279468	18790
92593	1	FR	73	BY	420100	1	0	202252	4751	85
92594	1	FR	73	BY	420211	1	0	202252	27	3
92595	1	FR	73	BY	420211	1	4	202252	294	0
92596	1	FR	73	BY	420221	1	0	202252	1550	2
92597	1	FR	73	BY	420221	2	4	202252	604	0
92598	1	FR	73	BY	420222	2	3	202252	1757	26
92599	1	FR	73	BY	420229	1	0	202252	981	5
92600	1	FR	73	BY	420231	2	3	202252	608	9
92601	1	FR	73	BY	420231	2	4	202252	443	0
92602	1	FR	73	BY	420232	2	3	202252	5	0
92603	1	FR	73	BY	420239	1	0	202252	25	0
92604	1	FR	73	BY	420292	1	0	202252	856	27
92605	1	FR	73	BY	420292	1	5	202252	4828	14
92606	1	FR	73	BY	420292	2	3	202252	61227	4161
92607	1	FR	73	BY	420292	2	4	202252	834	2
92608	1	FR	73	BY	420299	1	0	202252	2141	47
92609	1	FR	73	BY	420299	1	3	202252	312	24
92610	1	FR	73	BY	420310	1	0	202252	133	6
92611	1	FR	73	BY	420330	1	0	202252	90	1
92612	1	FR	73	BY	420330	2	3	202252	437	7
92613	1	FR	73	BY	420340	1	0	202252	173	5
92614	1	FR	73	BY	420500	1	5	202252	2	0
92615	1	FR	73	BY	440131	1	3	202252	5580	22000
92616	1	FR	73	BY	440290	1	3	202252	128772	180051
92617	1	FR	73	BY	440321	1	3	202252	27899	56930
92618	1	FR	73	BY	440410	1	3	202252	849060	2463382
92619	1	FR	73	BY	440420	1	0	202252	6	0
92620	1	FR	73	BY	440500	1	3	202252	7859	9948
92621	1	FR	73	BY	440711	1	1	202252	33589	46475
92622	1	FR	73	BY	440711	1	3	202252	638148	1584374
92623	1	FR	73	BY	440712	1	3	202252	82416	132627
92624	1	FR	73	BY	440791	1	3	202252	163777	63580
92625	1	FR	73	BY	440796	1	3	202252	4370	11140
92626	1	FR	73	BY	440797	1	3	202252	7692	19000
92627	1	FR	73	BY	440799	1	3	202252	846	2600
92628	1	FR	73	BY	440799	1	4	202252	114	12
92629	1	FR	73	BY	440910	1	3	202252	271434	282316
92630	1	FR	73	BY	440929	1	3	202252	11509	4023
92631	1	FR	73	BY	441112	1	3	202252	112707	191391
92632	1	FR	73	BY	441234	1	0	202252	170	6
92633	1	FR	73	BY	441239	1	0	202252	97	5
92634	1	FR	73	BY	441299	1	0	202252	340	12
92635	1	FR	73	BY	441490	1	0	202252	2	3
92636	1	FR	73	BY	441510	1	3	202252	650354	188695
92637	1	FR	73	BY	441520	1	3	202252	351865	803512
92638	1	FR	73	BY	441600	1	0	202252	44	3
92639	1	FR	73	BY	441600	1	3	202252	89799	21899
92640	1	FR	73	BY	441600	2	3	202252	374830	31130
92641	1	FR	73	BY	441819	1	3	202252	72459	8380
92642	1	FR	73	BY	441875	2	3	202252	121225	108340
92643	1	FR	73	BY	441899	1	0	202252	49	3
92644	1	FR	73	BY	441899	1	3	202252	485191	466032
92645	1	FR	73	BY	442090	1	0	202252	56	1
92646	1	FR	73	BY	442199	1	0	202252	587	26
92647	1	FR	73	BY	442199	1	3	202252	151453	199404
92648	1	FR	73	BY	450490	2	3	202252	836	51
92649	1	FR	73	BY	460211	1	0	202252	50	2
92650	1	FR	73	BY	460219	1	3	202252	974843	305183
92651	1	FR	73	BY	460290	2	3	202252	4736	163
92652	1	FR	73	BY	480240	1	0	202252	1	0
92653	1	FR	73	BY	480256	2	1	202252	15285	17870
92654	1	FR	73	BY	480256	2	3	202252	3394	1752
92655	1	FR	73	BY	480258	2	3	202252	3270	591
92656	1	FR	73	BY	480439	2	3	202252	147	42
92657	1	FR	73	BY	480441	2	3	202252	107	42
92658	1	FR	73	BY	480459	2	3	202252	2152	634
92659	1	FR	73	BY	480630	2	3	202252	514	35
92660	1	FR	73	BY	480840	2	3	202252	21	3
92661	1	FR	73	BY	480890	2	3	202252	76430	29249
92662	1	FR	73	BY	481014	2	3	202252	21932	12308
92663	1	FR	73	BY	481029	1	0	202252	64	10
92664	1	FR	73	BY	481092	1	3	202252	40765	42857
