	DECLARANT	DECLARANT_ISO	PARTNER	PARTNER_ISO	PRODUCT_HS	FLOW	TRANSPORT_MODE	PERIOD	VALUE_IN_EUROS	QUANTITY_IN_KG
78061	1	FR	73	BY	100310	2	3	202052	7340	10200
78062	1	FR	73	BY	100310	2	4	202052	38	76
78063	1	FR	73	BY	100510	2	3	202052	2430709	797300
78064	1	FR	73	BY	100510	2	4	202052	2330	618
78065	1	FR	73	BY	100710	2	4	202052	19	6
78066	1	FR	73	BY	100860	2	4	202052	77	153
78067	1	FR	73	BY	110100	2	3	202052	22318	41705
78068	1	FR	73	BY	110290	2	3	202052	293	325
78069	1	FR	73	BY	110710	2	3	202052	898	303
78070	1	FR	73	BY	120400	2	3	202052	222900	120000
78071	1	FR	73	BY	120400	2	4	202052	56	30
78072	1	FR	73	BY	120510	2	3	202052	2536007	260502
78073	1	FR	73	BY	120510	2	4	202052	1529	533
78074	1	FR	73	BY	120600	2	3	202052	67838	10637
78075	1	FR	73	BY	120600	2	4	202052	4	22
78076	1	FR	73	BY	120770	2	3	202052	95494	119
78077	1	FR	73	BY	120921	1	3	202052	33500	10000
78078	1	FR	73	BY	120921	2	3	202052	234354	69225
78079	1	FR	73	BY	120921	2	4	202052	1	22
78080	1	FR	73	BY	120991	2	3	202052	1095058	6726
78081	1	FR	73	BY	120991	2	4	202052	6709	145
78082	1	FR	73	BY	120999	2	3	202052	1504	103
78083	1	FR	73	BY	120999	2	4	202052	14762	447
78084	1	FR	73	BY	130190	2	3	202052	13450	205
78085	1	FR	73	BY	130219	1	4	202052	83	0
78086	1	FR	73	BY	130239	2	3	202052	13404	400
78087	1	FR	73	BY	13SSS2	2	3	202052	362163	6903
78088	1	FR	73	BY	13SSS2	2	4	202052	3660	150
78089	1	FR	73	BY	151219	2	1	202052	2711	2600
78090	1	FR	73	BY	151590	2	3	202052	12815	1610
78091	1	FR	73	BY	151590	2	4	202052	82	1
78092	1	FR	73	BY	160412	1	3	202052	14057	3792
78093	1	FR	73	BY	170260	2	3	202052	198	21
78094	1	FR	73	BY	170290	2	3	202052	21927	19187
78095	1	FR	73	BY	170490	2	3	202052	2921	843
78096	1	FR	73	BY	180620	2	3	202052	927	393
78097	1	FR	73	BY	180632	2	3	202052	825	27
78098	1	FR	73	BY	180690	2	0	202052	70	1
78099	1	FR	73	BY	180690	2	1	202052	77925	10191
78100	1	FR	73	BY	180690	2	3	202052	36343	4121
78101	1	FR	73	BY	190120	2	3	202052	12466	4837
78102	1	FR	73	BY	190190	2	3	202052	8223	1752
78103	1	FR	73	BY	190531	2	3	202052	24791	4648
78104	1	FR	73	BY	190590	2	3	202052	53517	15376
78105	1	FR	73	BY	200820	2	3	202052	1631	401
78106	1	FR	73	BY	200840	2	3	202052	9348	2230
78107	1	FR	73	BY	200860	2	3	202052	503	127
78108	1	FR	73	BY	200870	2	3	202052	4613	1115
78109	1	FR	73	BY	200880	2	3	202052	3018	760
78110	1	FR	73	BY	200897	2	3	202052	3122	742
78111	1	FR	73	BY	200899	2	3	202052	65666	11525
78112	1	FR	73	BY	200912	2	3	202052	5453	4400
78113	1	FR	73	BY	200919	2	3	202052	50292	7619
78114	1	FR	73	BY	200931	2	1	202052	5650	84
78115	1	FR	73	BY	200931	2	3	202052	15533	476
78116	1	FR	73	BY	200939	2	3	202052	70897	12177
78117	1	FR	73	BY	200950	2	3	202052	5378	5272
78118	1	FR	73	BY	200961	2	3	202052	966	518
78119	1	FR	73	BY	200971	2	3	202052	7938	7007
78120	1	FR	73	BY	200990	2	3	202052	13188	5649
78121	1	FR	73	BY	210112	2	3	202052	34	9
78122	1	FR	73	BY	210220	2	3	202052	29401	6475
78123	1	FR	73	BY	210610	2	0	202052	79	4
78124	1	FR	73	BY	210690	1	3	202052	144	5
78125	1	FR	73	BY	210690	2	3	202052	1055583	329702
78126	1	FR	73	BY	210690	2	4	202052	29723	414
78127	1	FR	73	BY	21SSS0	2	3	202052	427092	30087
78128	1	FR	73	BY	220299	2	3	202052	9907	6840
78129	1	FR	73	BY	220300	2	3	202052	13509	47400
78130	1	FR	73	BY	220410	2	1	202052	1406226	38074
78131	1	FR	73	BY	220410	2	3	202052	384790	154148
78132	1	FR	73	BY	220421	2	0	202052	2289	23
78133	1	FR	73	BY	220421	2	1	202052	9587	583
78134	1	FR	73	BY	220421	2	3	202052	3799188	1527180
78135	1	FR	73	BY	220421	2	4	202052	247	68
78136	1	FR	73	BY	220429	2	3	202052	476972	573289
78137	1	FR	73	BY	220430	2	3	202052	11	1
78138	1	FR	73	BY	220600	2	3	202052	15556	8400
78139	1	FR	73	BY	220820	2	1	202052	3705633	74370
78140	1	FR	73	BY	220820	2	3	202052	312797	65049
78141	1	FR	73	BY	220830	2	1	202052	362839	53806
78142	1	FR	73	BY	220830	2	3	202052	21402	4828
78143	1	FR	73	BY	220840	2	3	202052	22748	8128
78144	1	FR	73	BY	220850	2	3	202052	8957	5288
78145	1	FR	73	BY	220860	1	4	202052	251	4
78146	1	FR	73	BY	220860	2	1	202052	3033	214
78147	1	FR	73	BY	220890	2	3	202052	10966	2094
78148	1	FR	73	BY	230641	1	1	202052	1350746	5502564
78149	1	FR	73	BY	230800	2	1	202052	10920	11000
78150	1	FR	73	BY	230910	2	3	202052	3093032	2042580
78151	1	FR	73	BY	230990	2	3	202052	46086	9694
78152	1	FR	73	BY	240130	1	0	202052	72776	927012
78153	1	FR	73	BY	240391	2	3	202052	2638274	1175000
78154	1	FR	73	BY	250100	2	3	202052	630	120
78155	1	FR	73	BY	250510	2	3	202052	1320	58
78156	1	FR	73	BY	250700	2	3	202052	6700	10800
78157	1	FR	73	BY	251320	2	4	202052	767	21
78158	1	FR	73	BY	251710	2	3	202052	9862	21000
78159	1	FR	73	BY	252020	2	3	202052	7391	16902
78160	1	FR	73	BY	252610	2	3	202052	201	42
78161	1	FR	73	BY	252620	2	3	202052	749	160
78162	1	FR	73	BY	25SSS6	2	3	202052	35316	130200
78163	1	FR	73	BY	261610	2	4	202052	9569	6
78164	1	FR	73	BY	271012	2	3	202052	1007	127
78165	1	FR	73	BY	271019	2	3	202052	1936355	1135566
78166	1	FR	73	BY	280700	2	3	202052	19487	16910
78167	1	FR	73	BY	280800	2	3	202052	509	100
78168	1	FR	73	BY	280920	2	3	202052	351	22
78169	1	FR	73	BY	281820	2	3	202052	736	12
78170	1	FR	73	BY	282110	2	3	202052	20645	1056
78171	1	FR	73	BY	282300	2	3	202052	12994	180
78172	1	FR	73	BY	282720	2	3	202052	15329	4415
78173	1	FR	73	BY	282731	2	3	202052	697243	5553
78174	1	FR	73	BY	283325	2	3	202052	574	12
78175	1	FR	73	BY	284310	2	4	202052	3576	38
78176	1	FR	73	BY	284510	2	4	202052	68751	220
78177	1	FR	73	BY	284590	2	4	202052	118477	148
78178	1	FR	73	BY	28SSS5	2	2	202052	398571	960400
78179	1	FR	73	BY	28SSS5	2	3	202052	527705	1888926
78180	1	FR	73	BY	290110	2	3	202052	4412	484
78181	1	FR	73	BY	290220	1	1	202052	3035725	6479010
78182	1	FR	73	BY	290410	2	3	202052	756	40
78183	1	FR	73	BY	290511	2	3	202052	10980	7220
78184	1	FR	73	BY	290519	2	3	202052	115	5
78185	1	FR	73	BY	290539	2	3	202052	7642	3240
78186	1	FR	73	BY	290712	2	4	202052	15277	200
78187	1	FR	73	BY	290715	2	3	202052	214	4
78188	1	FR	73	BY	290919	2	4	202052	45	5
78189	1	FR	73	BY	290949	2	3	202052	578	125
78190	1	FR	73	BY	291260	1	4	202052	33386	70
78191	1	FR	73	BY	291419	2	3	202052	103	3
78192	1	FR	73	BY	291440	2	3	202052	7717	350
78193	1	FR	73	BY	291531	2	3	202052	697	108
78194	1	FR	73	BY	291570	2	3	202052	65081	815
78195	1	FR	73	BY	291615	2	3	202052	340	110
78196	1	FR	73	BY	291619	2	3	202052	74060	6050
78197	1	FR	73	BY	291620	2	4	202052	1296	10
78198	1	FR	73	BY	291631	2	3	202052	54442	3691
78199	1	FR	73	BY	291814	2	3	202052	424	563
78200	1	FR	73	BY	291815	2	3	202052	17766	1344
78201	1	FR	73	BY	291816	2	3	202052	8803	6404
78202	1	FR	73	BY	291819	2	3	202052	3929	1599
78203	1	FR	73	BY	291899	2	3	202052	15614	207
78204	1	FR	73	BY	291899	2	4	202052	1061	10
78205	1	FR	73	BY	292249	2	3	202052	27078	7650
78206	1	FR	73	BY	292390	2	4	202052	1050	2
78207	1	FR	73	BY	292419	2	3	202052	5577	101
78208	1	FR	73	BY	292511	2	3	202052	12245	1181
78209	1	FR	73	BY	292690	1	1	202052	433418	422950
78210	1	FR	73	BY	292690	2	3	202052	47310	9011
78211	1	FR	73	BY	292990	2	3	202052	3622	255
78212	1	FR	73	BY	293020	2	3	202052	11405	5900
78213	1	FR	73	BY	293299	2	3	202052	385	4
78214	1	FR	73	BY	293339	1	4	202052	572	0
78215	1	FR	73	BY	293379	2	3	202052	8882	50
78216	1	FR	73	BY	293399	1	4	202052	335	0
78217	1	FR	73	BY	293499	1	4	202052	1159	0
78218	1	FR	73	BY	293499	2	3	202052	2960	20
78219	1	FR	73	BY	293499	2	4	202052	2600	10
78220	1	FR	73	BY	293690	2	3	202052	89788	4500
78221	1	FR	73	BY	293729	2	3	202052	80	0
78222	1	FR	73	BY	293890	2	3	202052	162249	457
78223	1	FR	73	BY	293930	2	3	202052	95	2
78224	1	FR	73	BY	294000	2	3	202052	1354	20
78225	1	FR	73	BY	294190	2	3	202052	48	0
78226	1	FR	73	BY	29SSS5	2	3	202052	266780	167164
78227	1	FR	73	BY	29SSS5	2	4	202052	132	0
78228	1	FR	73	BY	300215	2	3	202052	2811	26
78229	1	FR	73	BY	300215	2	4	202052	13094	11
78230	1	FR	73	BY	300220	2	4	202052	2162008	5424
78231	1	FR	73	BY	300230	2	3	202052	387567	1344
78232	1	FR	73	BY	300230	2	4	202052	132	7
78233	1	FR	73	BY	300290	1	4	202052	62437	687
78234	1	FR	73	BY	300290	2	0	202052	1097	5
78235	1	FR	73	BY	300290	2	1	202052	6349	15
78236	1	FR	73	BY	300290	2	4	202052	240517	1224
78237	1	FR	73	BY	300390	2	3	202052	3855	7
78238	1	FR	73	BY	300410	2	3	202052	36362	602
78239	1	FR	73	BY	300420	2	3	202052	298965	4582
78240	1	FR	73	BY	300450	2	4	202052	600903	2735
78241	1	FR	73	BY	300490	2	0	202052	201	9
78242	1	FR	73	BY	300490	2	3	202052	10376510	107985
78243	1	FR	73	BY	300490	2	4	202052	2149016	9963
78244	1	FR	73	BY	300590	2	3	202052	30	1
78245	1	FR	73	BY	300590	2	4	202052	3894	17
78246	1	FR	73	BY	300640	2	3	202052	10185	126
78247	1	FR	73	BY	300670	2	3	202052	622	0
78248	1	FR	73	BY	310100	2	3	202052	180	235
78249	1	FR	73	BY	310210	1	1	202052	3525876	16611320
78250	1	FR	73	BY	310280	1	1	202052	43229022	337324948
78251	1	FR	73	BY	310420	1	1	202052	1547434	6177646
78252	1	FR	73	BY	310520	1	1	202052	301828	859000
78253	1	FR	73	BY	320210	2	3	202052	1063	600
78254	1	FR	73	BY	320290	2	3	202052	2065	2100
78255	1	FR	73	BY	320300	2	3	202052	8689	501
78256	1	FR	73	BY	320412	2	3	202052	25106	1596
78257	1	FR	73	BY	320417	2	3	202052	1634	53
78258	1	FR	73	BY	320419	2	4	202052	115	2
78259	1	FR	73	BY	320500	2	3	202052	23347	646
78260	1	FR	73	BY	320611	2	3	202052	182933	7344
78261	1	FR	73	BY	320619	2	3	202052	7427	80
78262	1	FR	73	BY	320620	2	3	202052	472	15
78263	1	FR	73	BY	320649	1	4	202052	3595	65
78264	1	FR	73	BY	320810	2	3	202052	16	2
78265	1	FR	73	BY	320820	2	3	202052	218954	19530
78266	1	FR	73	BY	320890	2	3	202052	493037	147403
78267	1	FR	73	BY	320990	2	3	202052	15906	1165
78268	1	FR	73	BY	321000	2	3	202052	5520	1470
78269	1	FR	73	BY	321290	2	3	202052	160524	12041
78270	1	FR	73	BY	321390	2	3	202052	14977	1584
78271	1	FR	73	BY	321410	2	3	202052	97563	28016
78272	1	FR	73	BY	321490	2	3	202052	2358	2820
78273	1	FR	73	BY	321511	2	4	202052	139	11
78274	1	FR	73	BY	321519	2	3	202052	39	0
78275	1	FR	73	BY	321519	2	4	202052	14843	197
78276	1	FR	73	BY	32SSS5	2	3	202052	63922	1640
78277	1	FR	73	BY	330129	2	3	202052	18715	380
78278	1	FR	73	BY	330129	2	4	202052	87	0
78279	1	FR	73	BY	330190	2	3	202052	980	50
78280	1	FR	73	BY	330210	2	3	202052	6521296	397771
78281	1	FR	73	BY	330210	2	4	202052	26664	485
78282	1	FR	73	BY	330290	2	1	202052	6663	202
78283	1	FR	73	BY	330290	2	3	202052	602102	48507
78284	1	FR	73	BY	330290	2	4	202052	19503	271
78285	1	FR	73	BY	330300	2	3	202052	622001	18515
78286	1	FR	73	BY	330300	2	4	202052	181	18
78287	1	FR	73	BY	330410	2	3	202052	55791	186
78288	1	FR	73	BY	330420	2	3	202052	70486	272
78289	1	FR	73	BY	330430	1	0	202052	127	5
78290	1	FR	73	BY	330430	2	3	202052	26369	259
78291	1	FR	73	BY	330491	2	3	202052	17715	48
78292	1	FR	73	BY	330499	1	0	202052	774	10
78293	1	FR	73	BY	330499	1	3	202052	431	0
78294	1	FR	73	BY	330499	1	4	202052	4119	19
78295	1	FR	73	BY	330499	2	0	202052	226	56
78296	1	FR	73	BY	330499	2	3	202052	2337919	110706
78297	1	FR	73	BY	330499	2	4	202052	303666	9739
78298	1	FR	73	BY	330510	2	3	202052	110247	28020
78299	1	FR	73	BY	330590	2	3	202052	95168	9090
78300	1	FR	73	BY	330590	2	4	202052	44	8
78301	1	FR	73	BY	330710	2	3	202052	15388	1644
78302	1	FR	73	BY	330720	2	3	202052	45803	3123
78303	1	FR	73	BY	330720	2	4	202052	4860	106
78304	1	FR	73	BY	330749	2	3	202052	153	0
78305	1	FR	73	BY	330790	2	3	202052	1204	90
78306	1	FR	73	BY	340111	2	3	202052	5893	789
78307	1	FR	73	BY	340119	2	4	202052	5890	170
78308	1	FR	73	BY	340130	2	3	202052	273317	83230
78309	1	FR	73	BY	340130	2	4	202052	11	0
78310	1	FR	73	BY	340211	2	3	202052	29904	20969
78311	1	FR	73	BY	340212	2	3	202052	54092	41800
78312	1	FR	73	BY	340213	2	3	202052	330331	80038
78313	1	FR	73	BY	340219	2	3	202052	13746	6600
78314	1	FR	73	BY	340220	2	3	202052	1541	9
78315	1	FR	73	BY	340220	2	4	202052	40	0
78316	1	FR	73	BY	340290	2	3	202052	253783	130122
78317	1	FR	73	BY	340319	2	3	202052	191391	59644
78318	1	FR	73	BY	340391	2	3	202052	471	220
78319	1	FR	73	BY	340399	2	1	202052	38350	21440
78320	1	FR	73	BY	340399	2	3	202052	276642	74148
78321	1	FR	73	BY	340490	2	3	202052	7135	819
78322	1	FR	73	BY	340530	2	3	202052	1337	323
78323	1	FR	73	BY	340590	2	3	202052	16480	640
78324	1	FR	73	BY	350110	1	0	202052	152904	26350
78325	1	FR	73	BY	350211	2	3	202052	157650	24000
78326	1	FR	73	BY	350400	2	3	202052	658626	50324
78327	1	FR	73	BY	350400	2	4	202052	165700	12705
78328	1	FR	73	BY	350610	2	3	202052	955	91
78329	1	FR	73	BY	350691	2	1	202052	23995	2660
78330	1	FR	73	BY	350691	2	3	202052	14228	3188
78331	1	FR	73	BY	350699	2	3	202052	460	46
78332	1	FR	73	BY	350790	2	3	202052	239	2
78333	1	FR	73	BY	370130	2	3	202052	6884	335
78334	1	FR	73	BY	380210	2	3	202052	668	22
78335	1	FR	73	BY	380862	2	3	202052	1078392	45286
78336	1	FR	73	BY	380891	2	3	202052	2286337	65375
78337	1	FR	73	BY	380892	2	3	202052	10259203	376458
78338	1	FR	73	BY	380893	2	3	202052	10663474	327172
78339	1	FR	73	BY	380894	2	3	202052	5597	1066
78340	1	FR	73	BY	380993	2	3	202052	107004	60762
78341	1	FR	73	BY	381090	2	3	202052	2875	480
78342	1	FR	73	BY	381121	2	3	202052	43962	6104
78343	1	FR	73	BY	381190	2	3	202052	21662	970
78344	1	FR	73	BY	381400	2	3	202052	20	2
78345	1	FR	73	BY	381590	2	3	202052	1376	26
78346	1	FR	73	BY	381600	2	3	202052	27274	24120
78347	1	FR	73	BY	381800	1	4	202052	3958	12
78348	1	FR	73	BY	381900	2	3	202052	13980	3610
78349	1	FR	73	BY	382000	2	3	202052	20113	16559
78350	1	FR	73	BY	382100	2	3	202052	107638	953
78351	1	FR	73	BY	382100	2	4	202052	23851	1041
78352	1	FR	73	BY	382200	1	3	202052	1078	1
78353	1	FR	73	BY	382200	1	4	202052	694	0
78354	1	FR	73	BY	382200	2	3	202052	90855	28364
78355	1	FR	73	BY	382200	2	4	202052	92951	264
78356	1	FR	73	BY	382430	2	3	202052	154469	2224
78357	1	FR	73	BY	382440	2	3	202052	4700	1500
78358	1	FR	73	BY	382499	2	1	202052	1	2
78359	1	FR	73	BY	382499	2	3	202052	4707177	282922
78360	1	FR	73	BY	382499	2	4	202052	60317	572
78361	1	FR	73	BY	38SSS5	1	1	202052	45540	23000
78362	1	FR	73	BY	38SSS5	2	3	202052	31442	62700
78363	1	FR	73	BY	390130	2	3	202052	2244	1375
78364	1	FR	73	BY	390190	2	3	202052	56438	16550
78365	1	FR	73	BY	390319	2	3	202052	258200	220000
78366	1	FR	73	BY	390390	2	3	202052	139797	193220
78367	1	FR	73	BY	390410	2	3	202052	437952	350625
78368	1	FR	73	BY	390422	2	3	202052	138	50
78369	1	FR	73	BY	390519	2	3	202052	8580	3900
78370	1	FR	73	BY	390529	2	3	202052	159820	102000
78371	1	FR	73	BY	390591	2	3	202052	11609	2940
78372	1	FR	73	BY	390690	2	1	202052	2382	1800
78373	1	FR	73	BY	390690	2	3	202052	2519518	2008655
78374	1	FR	73	BY	390799	2	1	202052	2938	350
78375	1	FR	73	BY	390799	2	3	202052	61883	17800
78376	1	FR	73	BY	390810	2	3	202052	112894	7150
78377	1	FR	73	BY	390950	2	1	202052	17050	9600
78378	1	FR	73	BY	390950	2	3	202052	192903	49405
78379	1	FR	73	BY	391190	2	3	202052	180061	101045
78380	1	FR	73	BY	391190	2	4	202052	21	0
78381	1	FR	73	BY	391310	2	3	202052	1900	40
78382	1	FR	73	BY	391390	2	3	202052	83407	2749
78383	1	FR	73	BY	391610	2	3	202052	35	8
78384	1	FR	73	BY	391620	2	3	202052	652	45
78385	1	FR	73	BY	391690	2	3	202052	34018	4570
78386	1	FR	73	BY	391729	2	3	202052	13	2
78387	1	FR	73	BY	391731	2	3	202052	5220	5
78388	1	FR	73	BY	391731	2	4	202052	2	0
78389	1	FR	73	BY	391732	1	3	202052	84952	9086
78390	1	FR	73	BY	391732	2	3	202052	12358	3067
78391	1	FR	73	BY	391732	2	4	202052	24	1
78392	1	FR	73	BY	391733	2	3	202052	3247	56
78393	1	FR	73	BY	391739	2	3	202052	5914	1923
78394	1	FR	73	BY	391740	2	3	202052	1781	52
78395	1	FR	73	BY	391740	2	4	202052	2	0
78396	1	FR	73	BY	391810	2	3	202052	21529	3669
78397	1	FR	73	BY	391910	2	3	202052	478	26
78398	1	FR	73	BY	391990	2	3	202052	4982	72
78399	1	FR	73	BY	391990	2	4	202052	1591	6
78400	1	FR	73	BY	392010	2	3	202052	23670	5551
78401	1	FR	73	BY	392020	1	3	202052	48	23
78402	1	FR	73	BY	392020	2	3	202052	2715	797
78403	1	FR	73	BY	392043	2	3	202052	31910	14689
78404	1	FR	73	BY	392049	1	3	202052	2477	1030
78405	1	FR	73	BY	392049	2	3	202052	81300	28382
78406	1	FR	73	BY	392061	1	3	202052	5263	1450
78407	1	FR	73	BY	392061	2	3	202052	133	16
78408	1	FR	73	BY	392062	2	3	202052	10076	1824
78409	1	FR	73	BY	392069	2	3	202052	1050	96
78410	1	FR	73	BY	392092	2	3	202052	22257	3811
78411	1	FR	73	BY	392099	2	3	202052	144368	31926
78412	1	FR	73	BY	392113	2	3	202052	230	7
78413	1	FR	73	BY	392119	2	3	202052	502558	106050
78414	1	FR	73	BY	392119	2	4	202052	1156	2
78415	1	FR	73	BY	392190	2	3	202052	32135	1552
78416	1	FR	73	BY	392210	2	1	202052	296	27
78417	1	FR	73	BY	392210	2	3	202052	1108	67
78418	1	FR	73	BY	392220	2	3	202052	71	5
78419	1	FR	73	BY	392310	1	4	202052	521	9
78420	1	FR	73	BY	392310	2	4	202052	135	198
78421	1	FR	73	BY	392321	1	3	202052	129	99
78422	1	FR	73	BY	392321	2	3	202052	7063	3339
78423	1	FR	73	BY	392329	2	3	202052	370	20
78424	1	FR	73	BY	392330	1	3	202052	76907	11879
78425	1	FR	73	BY	392330	2	3	202052	21106	1358
78426	1	FR	73	BY	392350	1	3	202052	30640	3729
78427	1	FR	73	BY	392350	1	4	202052	36	9
78428	1	FR	73	BY	392350	2	3	202052	8990	1065
78429	1	FR	73	BY	392390	2	3	202052	15	1
78430	1	FR	73	BY	392410	2	1	202052	399	9
78431	1	FR	73	BY	392410	2	3	202052	1457	59
78432	1	FR	73	BY	392410	2	4	202052	689	8
78433	1	FR	73	BY	392490	1	0	202052	79	1
78434	1	FR	73	BY	392490	2	3	202052	7282	252
78435	1	FR	73	BY	392520	1	3	202052	4035	795
78436	1	FR	73	BY	392590	2	3	202052	628	33
78437	1	FR	73	BY	392610	2	3	202052	36678	6552
78438	1	FR	73	BY	392620	2	3	202052	197	0
78439	1	FR	73	BY	392630	2	3	202052	4864	16
78440	1	FR	73	BY	392640	2	3	202052	717	32
78441	1	FR	73	BY	392690	1	0	202052	70	1
78442	1	FR	73	BY	392690	1	3	202052	15268	413
78443	1	FR	73	BY	392690	1	4	202052	4257	45
78444	1	FR	73	BY	392690	2	1	202052	24	0
78445	1	FR	73	BY	392690	2	3	202052	136927	1925
78446	1	FR	73	BY	392690	2	4	202052	4181	16
78447	1	FR	73	BY	39SSS5	2	1	202052	12526	1017
78448	1	FR	73	BY	39SSS5	2	3	202052	594926	116121
78449	1	FR	73	BY	400520	2	3	202052	993	73
78450	1	FR	73	BY	400821	1	1	202052	24219	22368
78451	1	FR	73	BY	400821	1	3	202052	22390	19355
78452	1	FR	73	BY	400911	2	3	202052	3310	54
78453	1	FR	73	BY	400911	2	4	202052	91	0
78454	1	FR	73	BY	400912	2	3	202052	2	0
78455	1	FR	73	BY	400931	2	3	202052	135	3
78456	1	FR	73	BY	400931	2	4	202052	16	0
78457	1	FR	73	BY	400932	2	3	202052	264	4
78458	1	FR	73	BY	400941	2	3	202052	241	1
78459	1	FR	73	BY	400942	2	3	202052	15829	187
78460	1	FR	73	BY	400942	2	4	202052	419	2
78461	1	FR	73	BY	401019	1	3	202052	2953	100
78462	1	FR	73	BY	401019	2	3	202052	2036	70
78463	1	FR	73	BY	401031	2	3	202052	16070	756
78464	1	FR	73	BY	401032	2	3	202052	114	0
78465	1	FR	73	BY	401033	2	3	202052	2036	130
78466	1	FR	73	BY	401035	2	3	202052	77900	1759
78467	1	FR	73	BY	401039	2	1	202052	1	0
78468	1	FR	73	BY	401039	2	3	202052	20428	456
78469	1	FR	73	BY	401130	2	3	202052	22190	822
78470	1	FR	73	BY	401130	2	4	202052	36130	1184
78471	1	FR	73	BY	401519	2	3	202052	9568	804
78472	1	FR	73	BY	401610	2	3	202052	645	7
78473	1	FR	73	BY	401691	2	3	202052	4510	488
78474	1	FR	73	BY	401692	2	3	202052	3630	469
78475	1	FR	73	BY	401693	2	0	202052	115	1
78476	1	FR	73	BY	401693	2	3	202052	142192	4348
78477	1	FR	73	BY	401693	2	4	202052	116	1
78478	1	FR	73	BY	401699	2	3	202052	447168	25525
78479	1	FR	73	BY	401699	2	4	202052	8612	41
78480	1	FR	73	BY	420100	1	0	202052	4246	104
78481	1	FR	73	BY	420100	1	4	202052	2923	63
78482	1	FR	73	BY	420100	2	3	202052	1205	61
78483	1	FR	73	BY	420211	1	0	202052	166	1
78484	1	FR	73	BY	420212	2	1	202052	475	13
78485	1	FR	73	BY	420219	1	0	202052	139	2
78486	1	FR	73	BY	420221	1	0	202052	84	1
78487	1	FR	73	BY	420221	2	4	202052	6042	11
78488	1	FR	73	BY	420222	2	1	202052	195	3
78489	1	FR	73	BY	420222	2	3	202052	1168	23
78490	1	FR	73	BY	420222	2	4	202052	1154	2
78491	1	FR	73	BY	420229	1	0	202052	97	5
78492	1	FR	73	BY	420231	2	1	202052	262	0
78493	1	FR	73	BY	420231	2	3	202052	622	4
78494	1	FR	73	BY	420232	2	3	202052	11647	747
78495	1	FR	73	BY	420291	2	1	202052	100	8
78496	1	FR	73	BY	420292	1	3	202052	13	0
78497	1	FR	73	BY	420292	1	5	202052	6187	19
78498	1	FR	73	BY	420292	2	1	202052	107	3
78499	1	FR	73	BY	420292	2	3	202052	48515	3908
78500	1	FR	73	BY	420292	2	4	202052	4286	58
78501	1	FR	73	BY	420299	1	0	202052	294	2
78502	1	FR	73	BY	420299	2	1	202052	228	16
